"GRUPEDAD";"DEPARTAMENTO";"VALOR";"ANO";"SEXO";"SEXO_ID";"CODDEP";"LINK"
"15.70-74";"Tala";549,560415547145;2019;"Mujeres";2;91;"30091"
"16.75-79";"Tala";407,616915511544;2019;"Mujeres";2;91;"30091"
"17.80 y más";"Tala";641,510294586358;2019;"Mujeres";2;91;"30091"
"18.TOTAL";"Tala";13544,0000024736;2020;"Mujeres";2;91;"30091"
"1.0-4";"Tala";1080,35811181734;2020;"Mujeres";2;91;"30091"
"2.5-9";"Tala";1031,18326139728;2020;"Mujeres";2;91;"30091"
"3.10-14";"Tala";1004,60770275303;2020;"Mujeres";2;91;"30091"
"4.15-19";"Tala";951,691849532692;2020;"Mujeres";2;91;"30091"
"5.20-24";"Tala";911,261966189159;2020;"Mujeres";2;91;"30091"
"6.25-29";"Tala";922,415520537548;2020;"Mujeres";2;91;"30091"
"7.30-34";"Tala";874,257004159721;2020;"Mujeres";2;91;"30091"
"8.35-39";"Tala";861,940102563273;2020;"Mujeres";2;91;"30091"
"9.40-44";"Tala";851,761007940986;2020;"Mujeres";2;91;"30091"
"10.45-49";"Tala";742,683574147402;2020;"Mujeres";2;91;"30091"
"11.50-54";"Tala";727,94991868728;2020;"Mujeres";2;91;"30091"
"12.55-59";"Tala";669,953979792679;2020;"Mujeres";2;91;"30091"
"13.60-64";"Tala";647,981938837874;2020;"Mujeres";2;91;"30091"
"14.65-69";"Tala";639,264151130195;2020;"Mujeres";2;91;"30091"
"15.70-74";"Tala";558,263900281087;2020;"Mujeres";2;91;"30091"
"16.75-79";"Tala";415,640158934429;2020;"Mujeres";2;91;"30091"
"17.80 y más";"Tala";652,785853771581;2020;"Mujeres";2;91;"30091"
"18.TOTAL";"Tala";13556,0000026246;2021;"Mujeres";2;91;"30091"
"1.0-4";"Tala";1069,67187707682;2021;"Mujeres";2;91;"30091"
"2.5-9";"Tala";1023,44682122616;2021;"Mujeres";2;91;"30091"
"3.10-14";"Tala";1003,7217352561;2021;"Mujeres";2;91;"30091"
"4.15-19";"Tala";933,533987036407;2021;"Mujeres";2;91;"30091"
"5.20-24";"Tala";897,300423652245;2021;"Mujeres";2;91;"30091"
"6.25-29";"Tala";926,645184945928;2021;"Mujeres";2;91;"30091"
"7.30-34";"Tala";879,901065488135;2021;"Mujeres";2;91;"30091"
"8.35-39";"Tala";856,036602736307;2021;"Mujeres";2;91;"30091"
"9.40-44";"Tala";853,627264021067;2021;"Mujeres";2;91;"30091"
"10.45-49";"Tala";760,039134729467;2021;"Mujeres";2;91;"30091"
"11.50-54";"Tala";734,060455807321;2021;"Mujeres";2;91;"30091"
"12.55-59";"Tala";666,951544237977;2021;"Mujeres";2;91;"30091"
"13.60-64";"Tala";651,965881374558;2021;"Mujeres";2;91;"30091"
"14.65-69";"Tala";644,033321894616;2021;"Mujeres";2;91;"30091"
"15.70-74";"Tala";566,013320796183;2021;"Mujeres";2;91;"30091"
"16.75-79";"Tala";424,209427909017;2021;"Mujeres";2;91;"30091"
"17.80 y más";"Tala";664,841954436298;2021;"Mujeres";2;91;"30091"
"18.TOTAL";"Tala";13566,0000027853;2022;"Mujeres";2;91;"30091"
"1.0-4";"Tala";1058,48528150258;2022;"Mujeres";2;91;"30091"
"2.5-9";"Tala";1015,36327592514;2022;"Mujeres";2;91;"30091"
"3.10-14";"Tala";1003,91606268759;2022;"Mujeres";2;91;"30091"
"4.15-19";"Tala";917,891024652337;2022;"Mujeres";2;91;"30091"
"5.20-24";"Tala";880,515635791947;2022;"Mujeres";2;91;"30091"
"6.25-29";"Tala";926,849534594763;2022;"Mujeres";2;91;"30091"
"7.30-34";"Tala";888,63376971684;2022;"Mujeres";2;91;"30091"
"8.35-39";"Tala";851,817607886287;2022;"Mujeres";2;91;"30091"
"9.40-44";"Tala";850,471120945816;2022;"Mujeres";2;91;"30091"
"10.45-49";"Tala";776,946508602418;2022;"Mujeres";2;91;"30091"
"11.50-54";"Tala";744,313230904745;2022;"Mujeres";2;91;"30091"
"12.55-59";"Tala";662,925921944945;2022;"Mujeres";2;91;"30091"
"13.60-64";"Tala";655,610160543258;2022;"Mujeres";2;91;"30091"
"14.65-69";"Tala";648,563280167162;2022;"Mujeres";2;91;"30091"
"15.70-74";"Tala";572,830995949436;2022;"Mujeres";2;91;"30091"
"16.75-79";"Tala";432,988390870428;2022;"Mujeres";2;91;"30091"
"17.80 y más";"Tala";677,878200099615;2022;"Mujeres";2;91;"30091"
"18.TOTAL";"Tala";13573,0000029584;2023;"Mujeres";2;91;"30091"
"1.0-4";"Tala";1046,69845538336;2023;"Mujeres";2;91;"30091"
"2.5-9";"Tala";1006,92547672552;2023;"Mujeres";2;91;"30091"
"3.10-14";"Tala";1004,77120303997;2023;"Mujeres";2;91;"30091"
"4.15-19";"Tala";904,362597949822;2023;"Mujeres";2;91;"30091"
"5.20-24";"Tala";861,992715146466;2023;"Mujeres";2;91;"30091"
"6.25-29";"Tala";923,385714333731;2023;"Mujeres";2;91;"30091"
"7.30-34";"Tala";898,647433340896;2023;"Mujeres";2;91;"30091"
"8.35-39";"Tala";849,5491752848;2023;"Mujeres";2;91;"30091"
"9.40-44";"Tala";843,812074311106;2023;"Mujeres";2;91;"30091"
"10.45-49";"Tala";792,167692017875;2023;"Mujeres";2;91;"30091"
"11.50-54";"Tala";757,665579421693;2023;"Mujeres";2;91;"30091"
"12.55-59";"Tala";659,341161632389;2023;"Mujeres";2;91;"30091"
"13.60-64";"Tala";658,363284545812;2023;"Mujeres";2;91;"30091"
"14.65-69";"Tala";652,980817034426;2023;"Mujeres";2;91;"30091"
"15.70-74";"Tala";578,776728282658;2023;"Mujeres";2;91;"30091"
"16.75-79";"Tala";441,682103684129;2023;"Mujeres";2;91;"30091"
"17.80 y más";"Tala";691,877790823708;2023;"Mujeres";2;91;"30091"
"18.TOTAL";"Tala";13577,0000031403;2024;"Mujeres";2;91;"30091"
"1.0-4";"Tala";1034,65163166737;2024;"Mujeres";2;91;"30091"
"2.5-9";"Tala";997,844002979927;2024;"Mujeres";2;91;"30091"
"3.10-14";"Tala";1006,09359809277;2024;"Mujeres";2;91;"30091"
"4.15-19";"Tala";892,517529944197;2024;"Mujeres";2;91;"30091"
"5.20-24";"Tala";843,21824088078;2024;"Mujeres";2;91;"30091"
"6.25-29";"Tala";916,040480173717;2024;"Mujeres";2;91;"30091"
"7.30-34";"Tala";908,077213466746;2024;"Mujeres";2;91;"30091"
"8.35-39";"Tala";849,348011010549;2024;"Mujeres";2;91;"30091"
"9.40-44";"Tala";836,141570924103;2024;"Mujeres";2;91;"30091"
"10.45-49";"Tala";803,855545497045;2024;"Mujeres";2;91;"30091"
"11.50-54";"Tala";773,547120246338;2024;"Mujeres";2;91;"30091"
"12.55-59";"Tala";657,710394984896;2024;"Mujeres";2;91;"30091"
"13.60-64";"Tala";659,634429884447;2024;"Mujeres";2;91;"30091"
"14.65-69";"Tala";657,116671763505;2024;"Mujeres";2;91;"30091"
"15.70-74";"Tala";584,217393751587;2024;"Mujeres";2;91;"30091"
"16.75-79";"Tala";450,031581526297;2024;"Mujeres";2;91;"30091"
"17.80 y más";"Tala";706,954586346041;2024;"Mujeres";2;91;"30091"
"18.TOTAL";"Tala";13577,9999914116;2025;"Mujeres";2;91;"30091"
"1.0-4";"Tala";1022,27364170767;2025;"Mujeres";2;91;"30091"
"2.5-9";"Tala";988,351696858793;2025;"Mujeres";2;91;"30091"
"3.10-14";"Tala";1007,46106113979;2025;"Mujeres";2;91;"30091"
"4.15-19";"Tala";882,041848350938;2025;"Mujeres";2;91;"30091"
"5.20-24";"Tala";825,425343527026;2025;"Mujeres";2;91;"30091"
"6.25-29";"Tala";905,144416897218;2025;"Mujeres";2;91;"30091"
"7.30-34";"Tala";915,279427454779;2025;"Mujeres";2;91;"30091"
"8.35-39";"Tala";851,430806910459;2025;"Mujeres";2;91;"30091"
"9.40-44";"Tala";828,996259818703;2025;"Mujeres";2;91;"30091"
"10.45-49";"Tala";810,803688880417;2025;"Mujeres";2;91;"30091"
"11.50-54";"Tala";791,094567279452;2025;"Mujeres";2;91;"30091"
"12.55-59";"Tala";659,400292729368;2025;"Mujeres";2;91;"30091"
"13.60-64";"Tala";658,754472741229;2025;"Mujeres";2;91;"30091"
"14.65-69";"Tala";661,334603574178;2025;"Mujeres";2;91;"30091"
"15.70-74";"Tala";589,350071135949;2025;"Mujeres";2;91;"30091"
"16.75-79";"Tala";457,614284510966;2025;"Mujeres";2;91;"30091"
"17.80 y más";"Tala";723,243507894651;2025;"Mujeres";2;91;"30091"
"18.TOTAL";"Uruguay";52137,0000057032;2010;"Mujeres";2;98;"30098"
"1.0-4";"Uruguay";4145,74931600857;2010;"Mujeres";2;98;"30098"
"2.5-9";"Uruguay";4266,93173619265;2010;"Mujeres";2;98;"30098"
"3.10-14";"Uruguay";4406,85264371229;2010;"Mujeres";2;98;"30098"
"4.15-19";"Uruguay";4019,41131503238;2010;"Mujeres";2;98;"30098"
"5.20-24";"Uruguay";3809,32333768246;2010;"Mujeres";2;98;"30098"
"6.25-29";"Uruguay";3823,47546852379;2010;"Mujeres";2;98;"30098"
"7.30-34";"Uruguay";3790,65230019614;2010;"Mujeres";2;98;"30098"
"8.35-39";"Uruguay";3289,71671879717;2010;"Mujeres";2;98;"30098"
"9.40-44";"Uruguay";2909,39621128368;2010;"Mujeres";2;98;"30098"
"10.45-49";"Uruguay";2842,67910510176;2010;"Mujeres";2;98;"30098"
"11.50-54";"Uruguay";2713,75484737844;2010;"Mujeres";2;98;"30098"
"12.55-59";"Uruguay";2579,89402975071;2010;"Mujeres";2;98;"30098"
"13.60-64";"Uruguay";2397,75258838386;2010;"Mujeres";2;98;"30098"
"14.65-69";"Uruguay";1980,62415527;2010;"Mujeres";2;98;"30098"
"15.70-74";"Uruguay";1769,2691510812;2010;"Mujeres";2;98;"30098"
"16.75-79";"Uruguay";1416,6607188653;2010;"Mujeres";2;98;"30098"
"17.80 y más";"Uruguay";1974,8563624428;2010;"Mujeres";2;98;"30098"
"18.TOTAL";"Uruguay";52689,0000060994;2011;"Mujeres";2;98;"30098"
"1.0-4";"Uruguay";4177,87162186655;2011;"Mujeres";2;98;"30098"
"2.5-9";"Uruguay";4221,0856576093;2011;"Mujeres";2;98;"30098"
"3.10-14";"Uruguay";4376,86705418337;2011;"Mujeres";2;98;"30098"
"4.15-19";"Uruguay";4069,87073524361;2011;"Mujeres";2;98;"30098"
"5.20-24";"Uruguay";3865,63506831093;2011;"Mujeres";2;98;"30098"
"6.25-29";"Uruguay";3829,71312598154;2011;"Mujeres";2;98;"30098"
"7.30-34";"Uruguay";3831,4304171288;2011;"Mujeres";2;98;"30098"
"8.35-39";"Uruguay";3395,95102633095;2011;"Mujeres";2;98;"30098"
"9.40-44";"Uruguay";2958,06966657158;2011;"Mujeres";2;98;"30098"
"10.45-49";"Uruguay";2852,29161331916;2011;"Mujeres";2;98;"30098"
"11.50-54";"Uruguay";2750,81791186148;2011;"Mujeres";2;98;"30098"
"12.55-59";"Uruguay";2618,10897142546;2011;"Mujeres";2;98;"30098"
"13.60-64";"Uruguay";2447,66258407235;2011;"Mujeres";2;98;"30098"
"14.65-69";"Uruguay";2033,33178632572;2011;"Mujeres";2;98;"30098"
"15.70-74";"Uruguay";1799,06308705632;2011;"Mujeres";2;98;"30098"
"16.75-79";"Uruguay";1432,14537860966;2011;"Mujeres";2;98;"30098"
"17.80 y más";"Uruguay";2029,08430020265;2011;"Mujeres";2;98;"30098"
"18.TOTAL";"Uruguay";53239,0000064877;2012;"Mujeres";2;98;"30098"
"1.0-4";"Uruguay";4214,65987841375;2012;"Mujeres";2;98;"30098"
"2.5-9";"Uruguay";4184,92908873769;2012;"Mujeres";2;98;"30098"
"3.10-14";"Uruguay";4332,50127302133;2012;"Mujeres";2;98;"30098"
"4.15-19";"Uruguay";4104,06627377375;2012;"Mujeres";2;98;"30098"
"5.20-24";"Uruguay";3935,8999007084;2012;"Mujeres";2;98;"30098"
"6.25-29";"Uruguay";3843,29103729936;2012;"Mujeres";2;98;"30098"
"7.30-34";"Uruguay";3849,51247485263;2012;"Mujeres";2;98;"30098"
"8.35-39";"Uruguay";3501,84065856369;2012;"Mujeres";2;98;"30098"
"9.40-44";"Uruguay";3023,94416275161;2012;"Mujeres";2;98;"30098"
"10.45-49";"Uruguay";2857,25809324832;2012;"Mujeres";2;98;"30098"
"11.50-54";"Uruguay";2787,34783323816;2012;"Mujeres";2;98;"30098"
"12.55-59";"Uruguay";2655,53701324924;2012;"Mujeres";2;98;"30098"
"13.60-64";"Uruguay";2494,25411016961;2012;"Mujeres";2;98;"30098"
"14.65-69";"Uruguay";2087,76106660616;2012;"Mujeres";2;98;"30098"
"15.70-74";"Uruguay";1834,6110411464;2012;"Mujeres";2;98;"30098"
"16.75-79";"Uruguay";1448,17662184877;2012;"Mujeres";2;98;"30098"
"17.80 y más";"Uruguay";2083,40947885877;2012;"Mujeres";2;98;"30098"
"18.TOTAL";"Uruguay";53789,0000068852;2013;"Mujeres";2;98;"30098"
"1.0-4";"Uruguay";4255,0667235611;2013;"Mujeres";2;98;"30098"
"2.5-9";"Uruguay";4157,92446897361;2013;"Mujeres";2;98;"30098"
"3.10-14";"Uruguay";4279,11357523635;2013;"Mujeres";2;98;"30098"
"4.15-19";"Uruguay";4122,31175096334;2013;"Mujeres";2;98;"30098"
"5.20-24";"Uruguay";4013,37387229873;2013;"Mujeres";2;98;"30098"
"6.25-29";"Uruguay";3865,73494523397;2013;"Mujeres";2;98;"30098"
"7.30-34";"Uruguay";3852,38138784308;2013;"Mujeres";2;98;"30098"
"8.35-39";"Uruguay";3600,92564985184;2013;"Mujeres";2;98;"30098"
"9.40-44";"Uruguay";3104,30970442894;2013;"Mujeres";2;98;"30098"
"10.45-49";"Uruguay";2864,13956529016;2013;"Mujeres";2;98;"30098"
"11.50-54";"Uruguay";2820,56614537067;2013;"Mujeres";2;98;"30098"
"12.55-59";"Uruguay";2692,96197182489;2013;"Mujeres";2;98;"30098"
"13.60-64";"Uruguay";2538,33760720004;2013;"Mujeres";2;98;"30098"
"14.65-69";"Uruguay";2142,56993430524;2013;"Mujeres";2;98;"30098"
"15.70-74";"Uruguay";1875,31636547928;2013;"Mujeres";2;98;"30098"
"16.75-79";"Uruguay";1465,36233301235;2013;"Mujeres";2;98;"30098"
"17.80 y más";"Uruguay";2138,6040060116;2013;"Mujeres";2;98;"30098"
"18.TOTAL";"Uruguay";54337,0000073071;2014;"Mujeres";2;98;"30098"
"1.0-4";"Uruguay";4297,51383285557;2014;"Mujeres";2;98;"30098"
"2.5-9";"Uruguay";4138,76010774954;2014;"Mujeres";2;98;"30098"
"3.10-14";"Uruguay";4222,8312953301;2014;"Mujeres";2;98;"30098"
"4.15-19";"Uruguay";4124,41493336385;2014;"Mujeres";2;98;"30098"
"5.20-24";"Uruguay";4089,19502355618;2014;"Mujeres";2;98;"30098"
"6.25-29";"Uruguay";3898,13843747759;2014;"Mujeres";2;98;"30098"
"7.30-34";"Uruguay";3849,62286440742;2014;"Mujeres";2;98;"30098"
"8.35-39";"Uruguay";3685,79007874252;2014;"Mujeres";2;98;"30098"
"9.40-44";"Uruguay";3195,84698219194;2014;"Mujeres";2;98;"30098"
"10.45-49";"Uruguay";2879,85998315583;2014;"Mujeres";2;98;"30098"
"11.50-54";"Uruguay";2847,58841915971;2014;"Mujeres";2;98;"30098"
"12.55-59";"Uruguay";2730,21197860258;2014;"Mujeres";2;98;"30098"
"13.60-64";"Uruguay";2580,19293170462;2014;"Mujeres";2;98;"30098"
"14.65-69";"Uruguay";2196,71718724737;2014;"Mujeres";2;98;"30098"
"15.70-74";"Uruguay";1920,45755026082;2014;"Mujeres";2;98;"30098"
"16.75-79";"Uruguay";1485,77665301854;2014;"Mujeres";2;98;"30098"
"17.80 y más";"Uruguay";2194,08174848291;2014;"Mujeres";2;98;"30098"
"18.TOTAL";"Uruguay";54883,0000077529;2015;"Mujeres";2;98;"30098"
"1.0-4";"Uruguay";4340,92298340937;2015;"Mujeres";2;98;"30098"
"2.5-9";"Uruguay";4125,11042832051;2015;"Mujeres";2;98;"30098"
"3.10-14";"Uruguay";4170,11972845607;2015;"Mujeres";2;98;"30098"
"4.15-19";"Uruguay";4110,80514091069;2015;"Mujeres";2;98;"30098"
"5.20-24";"Uruguay";4156,21287524019;2015;"Mujeres";2;98;"30098"
"6.25-29";"Uruguay";3941,84214824769;2015;"Mujeres";2;98;"30098"
"7.30-34";"Uruguay";3848,70448251186;2015;"Mujeres";2;98;"30098"
"8.35-39";"Uruguay";3749,66248244265;2015;"Mujeres";2;98;"30098"
"9.40-44";"Uruguay";3296,16710792318;2015;"Mujeres";2;98;"30098"
"10.45-49";"Uruguay";2910,49365407675;2015;"Mujeres";2;98;"30098"
"11.50-54";"Uruguay";2865,40583697695;2015;"Mujeres";2;98;"30098"
"12.55-59";"Uruguay";2768,43006661676;2015;"Mujeres";2;98;"30098"
"13.60-64";"Uruguay";2621,01232173492;2015;"Mujeres";2;98;"30098"
"14.65-69";"Uruguay";2247,82908875457;2015;"Mujeres";2;98;"30098"
"15.70-74";"Uruguay";1970,99313733568;2015;"Mujeres";2;98;"30098"
"16.75-79";"Uruguay";1509,43201719764;2015;"Mujeres";2;98;"30098"
"17.80 y más";"Uruguay";2249,85650759742;2015;"Mujeres";2;98;"30098"
"18.TOTAL";"Uruguay";55426,0000082368;2016;"Mujeres";2;98;"30098"
"1.0-4";"Uruguay";4344,12546383603;2016;"Mujeres";2;98;"30098"
"2.5-9";"Uruguay";4155,67596200972;2016;"Mujeres";2;98;"30098"
"3.10-14";"Uruguay";4124,68721808912;2016;"Mujeres";2;98;"30098"
"4.15-19";"Uruguay";4082,00078275155;2016;"Mujeres";2;98;"30098"
"5.20-24";"Uruguay";4208,73887170021;2016;"Mujeres";2;98;"30098"
"6.25-29";"Uruguay";4000,46092721917;2016;"Mujeres";2;98;"30098"
"7.30-34";"Uruguay";3854,16566981558;2016;"Mujeres";2;98;"30098"
"8.35-39";"Uruguay";3788,92562777851;2016;"Mujeres";2;98;"30098"
"9.40-44";"Uruguay";3401,30255507437;2016;"Mujeres";2;98;"30098"
"10.45-49";"Uruguay";2958,5914651602;2016;"Mujeres";2;98;"30098"
"11.50-54";"Uruguay";2875,3222055322;2016;"Mujeres";2;98;"30098"
"12.55-59";"Uruguay";2806,82186634039;2016;"Mujeres";2;98;"30098"
"13.60-64";"Uruguay";2660,86624984919;2016;"Mujeres";2;98;"30098"
"14.65-69";"Uruguay";2295,88739074593;2016;"Mujeres";2;98;"30098"
"15.70-74";"Uruguay";2025,10557733122;2016;"Mujeres";2;98;"30098"
"16.75-79";"Uruguay";1537,42078418543;2016;"Mujeres";2;98;"30098"
"17.80 y más";"Uruguay";2305,90139081796;2016;"Mujeres";2;98;"30098"
"18.TOTAL";"Uruguay";55966,0000087456;2017;"Mujeres";2;98;"30098"
"1.0-4";"Uruguay";4345,54181652223;2017;"Mujeres";2;98;"30098"
"2.5-9";"Uruguay";4190,90392933403;2017;"Mujeres";2;98;"30098"
"3.10-14";"Uruguay";4089,12350226375;2017;"Mujeres";2;98;"30098"
"4.15-19";"Uruguay";4039,65102708265;2017;"Mujeres";2;98;"30098"
"5.20-24";"Uruguay";4244,0859475548;2017;"Mujeres";2;98;"30098"
"6.25-29";"Uruguay";4073,72036604333;2017;"Mujeres";2;98;"30098"
"7.30-34";"Uruguay";3867,13225803696;2017;"Mujeres";2;98;"30098"
"8.35-39";"Uruguay";3805,90815825049;2017;"Mujeres";2;98;"30098"
"9.40-44";"Uruguay";3505,92763923562;2017;"Mujeres";2;98;"30098"
"10.45-49";"Uruguay";3024,12280292877;2017;"Mujeres";2;98;"30098"
"11.50-54";"Uruguay";2880,3790488062;2017;"Mujeres";2;98;"30098"
"12.55-59";"Uruguay";2844,51939461915;2017;"Mujeres";2;98;"30098"
"13.60-64";"Uruguay";2700,0129306781;2017;"Mujeres";2;98;"30098"
"14.65-69";"Uruguay";2340,87908828284;2017;"Mujeres";2;98;"30098"
"15.70-74";"Uruguay";2080,78773756607;2017;"Mujeres";2;98;"30098"
"16.75-79";"Uruguay";1570,563019324;2017;"Mujeres";2;98;"30098"
"17.80 y más";"Uruguay";2362,74134221659;2017;"Mujeres";2;98;"30098"
"18.TOTAL";"Uruguay";56502,0000092794;2018;"Mujeres";2;98;"30098"
"1.0-4";"Uruguay";4344,6842219284;2018;"Mujeres";2;98;"30098"
"2.5-9";"Uruguay";4229,82063413363;2018;"Mujeres";2;98;"30098"
"3.10-14";"Uruguay";4062,18663371542;2018;"Mujeres";2;98;"30098"
"4.15-19";"Uruguay";3988,80965130191;2018;"Mujeres";2;98;"30098"
"5.20-24";"Uruguay";4262,94002185468;2018;"Mujeres";2;98;"30098"
"6.25-29";"Uruguay";4154,44867976305;2018;"Mujeres";2;98;"30098"
"7.30-34";"Uruguay";3888,87672285474;2018;"Mujeres";2;98;"30098"
"8.35-39";"Uruguay";3807,57916080429;2018;"Mujeres";2;98;"30098"
"9.40-44";"Uruguay";3604,07059411992;2018;"Mujeres";2;98;"30098"
"10.45-49";"Uruguay";3103,72727797116;2018;"Mujeres";2;98;"30098"
"11.50-54";"Uruguay";2887,36339690989;2018;"Mujeres";2;98;"30098"
"12.55-59";"Uruguay";2878,90377882167;2018;"Mujeres";2;98;"30098"
"13.60-64";"Uruguay";2739,38886229092;2018;"Mujeres";2;98;"30098"
"14.65-69";"Uruguay";2382,92456397931;2018;"Mujeres";2;98;"30098"
"15.70-74";"Uruguay";2136,92580134992;2018;"Mujeres";2;98;"30098"
"16.75-79";"Uruguay";1608,13735339482;2018;"Mujeres";2;98;"30098"
"17.80 y más";"Uruguay";2421,21265408566;2018;"Mujeres";2;98;"30098"
"18.TOTAL";"Uruguay";57033,0000098342;2019;"Mujeres";2;98;"30098"
"1.0-4";"Uruguay";4341,6898099533;2019;"Mujeres";2;98;"30098"
"2.5-9";"Uruguay";4270,96652560833;2019;"Mujeres";2;98;"30098"
"3.10-14";"Uruguay";4042,6938849798;2019;"Mujeres";2;98;"30098"
"4.15-19";"Uruguay";3935,37173814445;2019;"Mujeres";2;98;"30098"
"5.20-24";"Uruguay";4264,58740915418;2019;"Mujeres";2;98;"30098"
"6.25-29";"Uruguay";4233,35643150549;2019;"Mujeres";2;98;"30098"
"7.30-34";"Uruguay";3920,72315563754;2019;"Mujeres";2;98;"30098"
"8.35-39";"Uruguay";3804,32138586978;2019;"Mujeres";2;98;"30098"
"9.40-44";"Uruguay";3687,74925049871;2019;"Mujeres";2;98;"30098"
"10.45-49";"Uruguay";3194,99537421008;2019;"Mujeres";2;98;"30098"
"11.50-54";"Uruguay";2903,19957886496;2019;"Mujeres";2;98;"30098"
"12.55-59";"Uruguay";2906,99950868921;2019;"Mujeres";2;98;"30098"
"13.60-64";"Uruguay";2778,20381498889;2019;"Mujeres";2;98;"30098"
"14.65-69";"Uruguay";2423,63300168015;2019;"Mujeres";2;98;"30098"
"15.70-74";"Uruguay";2192,30232866176;2019;"Mujeres";2;98;"30098"
"16.75-79";"Uruguay";1649,41365131887;2019;"Mujeres";2;98;"30098"
"17.80 y más";"Uruguay";2482,79316006867;2019;"Mujeres";2;98;"30098"
"18.TOTAL";"Uruguay";57557,0000104216;2020;"Mujeres";2;98;"30098"
"1.0-4";"Uruguay";4336,22264334191;2020;"Mujeres";2;98;"30098"
"2.5-9";"Uruguay";4312,80625402454;2020;"Mujeres";2;98;"30098"
"3.10-14";"Uruguay";4028,92645791349;2020;"Mujeres";2;98;"30098"
"4.15-19";"Uruguay";3885,73168734005;2020;"Mujeres";2;98;"30098"
"5.20-24";"Uruguay";4249,66110359411;2020;"Mujeres";2;98;"30098"
"6.25-29";"Uruguay";4302,99091945596;2020;"Mujeres";2;98;"30098"
"7.30-34";"Uruguay";3963,71340261245;2020;"Mujeres";2;98;"30098"
"8.35-39";"Uruguay";3803,01823716379;2020;"Mujeres";2;98;"30098"
"9.40-44";"Uruguay";3750,72186334072;2020;"Mujeres";2;98;"30098"
"10.45-49";"Uruguay";3294,52253178542;2020;"Mujeres";2;98;"30098"
"11.50-54";"Uruguay";2934,03156623698;2020;"Mujeres";2;98;"30098"
"12.55-59";"Uruguay";2926,0700581681;2020;"Mujeres";2;98;"30098"
"13.60-64";"Uruguay";2817,97937125436;2020;"Mujeres";2;98;"30098"
"14.65-69";"Uruguay";2463,08468022734;2020;"Mujeres";2;98;"30098"
"15.70-74";"Uruguay";2244,91805302195;2020;"Mujeres";2;98;"30098"
"16.75-79";"Uruguay";1695,3947488148;2020;"Mujeres";2;98;"30098"
"17.80 y más";"Uruguay";2547,20643212559;2020;"Mujeres";2;98;"30098"
"18.TOTAL";"Uruguay";58076,0000110625;2021;"Mujeres";2;98;"30098"
"1.0-4";"Uruguay";4328,48752072158;2021;"Mujeres";2;98;"30098"
"2.5-9";"Uruguay";4315,50010394029;2021;"Mujeres";2;98;"30098"
"3.10-14";"Uruguay";4058,33525842021;2021;"Mujeres";2;98;"30098"
"4.15-19";"Uruguay";3842,80501664113;2021;"Mujeres";2;98;"30098"
"5.20-24";"Uruguay";4218,81695304288;2021;"Mujeres";2;98;"30098"
"6.25-29";"Uruguay";4358,11872602705;2021;"Mujeres";2;98;"30098"
"7.30-34";"Uruguay";4021,96905221163;2021;"Mujeres";2;98;"30098"
"8.35-39";"Uruguay";3807,89892214197;2021;"Mujeres";2;98;"30098"
"9.40-44";"Uruguay";3789,72013117381;2021;"Mujeres";2;98;"30098"
"10.45-49";"Uruguay";3399,11904080427;2021;"Mujeres";2;98;"30098"
"11.50-54";"Uruguay";2982,88743866771;2021;"Mujeres";2;98;"30098"
"12.55-59";"Uruguay";2936,80957425708;2021;"Mujeres";2;98;"30098"
"13.60-64";"Uruguay";2858,52196424081;2021;"Mujeres";2;98;"30098"
"14.65-69";"Uruguay";2501,77982895929;2021;"Mujeres";2;98;"30098"
"15.70-74";"Uruguay";2294,71817436799;2021;"Mujeres";2;98;"30098"
"16.75-79";"Uruguay";1744,51779528906;2021;"Mujeres";2;98;"30098"
"17.80 y más";"Uruguay";2615,99451015579;2021;"Mujeres";2;98;"30098"
"18.TOTAL";"Uruguay";58588,0000117487;2022;"Mujeres";2;98;"30098"
"1.0-4";"Uruguay";4318,38265747475;2022;"Mujeres";2;98;"30098"
"2.5-9";"Uruguay";4316,56225990813;2022;"Mujeres";2;98;"30098"
"3.10-14";"Uruguay";4092,44360281427;2022;"Mujeres";2;98;"30098"
"4.15-19";"Uruguay";3809,43042540453;2022;"Mujeres";2;98;"30098"
"5.20-24";"Uruguay";4173,88606451762;2022;"Mujeres";2;98;"30098"
"6.25-29";"Uruguay";4394,86488663759;2022;"Mujeres";2;98;"30098"
"7.30-34";"Uruguay";4095,23097940577;2022;"Mujeres";2;98;"30098"
"8.35-39";"Uruguay";3820,23780387737;2022;"Mujeres";2;98;"30098"
"9.40-44";"Uruguay";3806,70427634025;2022;"Mujeres";2;98;"30098"
"10.45-49";"Uruguay";3503,2590018596;2022;"Mujeres";2;98;"30098"
"11.50-54";"Uruguay";3049,3795470725;2022;"Mujeres";2;98;"30098"
"12.55-59";"Uruguay";2943,04710950048;2022;"Mujeres";2;98;"30098"
"13.60-64";"Uruguay";2898,09787244273;2022;"Mujeres";2;98;"30098"
"14.65-69";"Uruguay";2540,05904888926;2022;"Mujeres";2;98;"30098"
"15.70-74";"Uruguay";2341,42321777751;2022;"Mujeres";2;98;"30098"
"16.75-79";"Uruguay";1795,23806310274;2022;"Mujeres";2;98;"30098"
"17.80 y más";"Uruguay";2689,75319472359;2022;"Mujeres";2;98;"30098"
"18.TOTAL";"Uruguay";59093,0000124926;2023;"Mujeres";2;98;"30098"
